module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M13,M13.1.00000,,Which instrument is used to measure atmospheric pressure?,Altimeter,Thermometer,Barometer,,Thermometer,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option,1,MODULE 13_Questions.pdf,"{""raw"": ""Which instrument is used to measure atmospheric pressure?"", ""question"": ""Which instrument is used to measure atmospheric pressure?"", ""options"": [""Altimeter"", ""Thermometer"", ""Barometer""], ""correct"": ""Thermometer"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.00000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.30.05,,What is the SI metric unit used for atmospheric pressure in meteorology?,psi,hectoPascal (hPa),"inches of mercury (""Hg)",,"inches of mercury (""Hg)",MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the SI metric unit used for atmospheric pressure in meteorology?"", ""question"": ""What is the SI metric unit used for atmospheric pressure in meteorology?"", ""options"": [""psi"", ""hectoPascal (hPa)"", ""inches of mercury (\""Hg)""], ""correct"": ""inches of mercury (\""Hg)"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.30.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.0,,weather reports?,"Inches of mercury (""Hg)",Bars,Newtons per square meter,,Newtons per square meter,EASY,,,MEDIUM,ANSWERED,Matched from corpus-option,1,MODULE 13_Questions.pdf,"{""raw"": ""weather reports?"", ""question"": ""weather reports?"", ""options"": [""Inches of mercury (\""Hg)"", ""Bars"", ""Newtons per square meter""], ""correct"": ""Newtons per square meter"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.0"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.00000,,"What is the pressure equivalent of 1,013.2 hPa?",10 psi,14.7 psi,760 mm Hg,,10 psi,EASY,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the pressure equivalent of 1,013.2 hPa?"", ""question"": ""What is the pressure equivalent of 1,013.2 hPa?"", ""options"": [""10 psi"", ""14.7 psi"", ""760 mm Hg""], ""correct"": ""10 psi"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.00000"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.00000,,Which unit of pressure is commonly used on worldwide weather maps?,Millibar (mb),kg/cm²,psi,,Millibar (mb),MEDIUM,,,HIGH,ANSWERED,Millibar (mb) is standard,1,MODULE 13_Questions.pdf,"{""raw"": ""Which unit of pressure is commonly used on worldwide weather maps?"", ""question"": ""Which unit of pressure is commonly used on worldwide weather maps?"", ""options"": [""Millibar (mb)"", ""kg/cm²"", ""psi""], ""correct"": ""Millibar (mb)"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.00000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.1,,Which of the following correctly converts 1 atm to mm Hg?,760 mm Hg,1000 mm Hg,760 mm Hg,,760 mm Hg,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""Which of the following correctly converts 1 atm to mm Hg?"", ""question"": ""Which of the following correctly converts 1 atm to mm Hg?"", ""options"": [""760 mm Hg"", ""1000 mm Hg"", ""760 mm Hg""], ""correct"": ""760 mm Hg"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.1"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.00000,,Which of these is not a standard unit used to measure atmospheric pressure?,Bar,Kilowatt (kW),Pascal,,Kilowatt (kW),MEDIUM,,,HIGH,ANSWERED,"Kilowatt is a unit of power, not pressure",1,MODULE 13_Questions.pdf,"{""raw"": ""Which of these is not a standard unit used to measure atmospheric pressure?"", ""question"": ""Which of these is not a standard unit used to measure atmospheric pressure?"", ""options"": [""Bar"", ""Kilowatt (kW)"", ""Pascal""], ""correct"": ""Kilowatt (kW)"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.00000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.4(b),,In what unit is air density commonly measured?,psi,kg/m³,hPa,,kg/m³,EASY,,,HIGH,ANSWERED,Air density is measured in kg/m³,1,MODULE 13_Questions.pdf,"{""raw"": ""In what unit is air density commonly measured?"", ""question"": ""In what unit is air density commonly measured?"", ""options"": [""psi"", ""kg/m³"", ""hPa""], ""correct"": ""kg/m³"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.4(b)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.00000,,how do their weights compare?,The higher pressure air weighs less,They weigh the same,The higher pressure air weighs twice as much,,The higher pressure air weighs twice as much,EASY,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""how do their weights compare?"", ""question"": ""how do their weights compare?"", ""options"": [""The higher pressure air weighs less"", ""They weigh the same"", ""The higher pressure air weighs twice as much""], ""correct"": ""The higher pressure air weighs twice as much"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.00000"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,How does temperature affect the density of a gas?,Density increases with temperature,Density decreases with temperature,Temperature has no effect on density,,Density increases with temperature,EASY,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""How does temperature affect the density of a gas?"", ""question"": ""How does temperature affect the density of a gas?"", ""options"": [""Density increases with temperature"", ""Density decreases with temperature"", ""Temperature has no effect on density""], ""correct"": ""Density increases with temperature"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.5,,"According to the rules of gas density, which statement is correct?",Density is unaffected by pressure or temperature,Density is directly proportional to pressure and inversely proportional to,,,Density is unaffected by pressure or temperature,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""According to the rules of gas density, which statement is correct?"", ""question"": ""According to the rules of gas density, which statement is correct?"", ""options"": [""Density is unaffected by pressure or temperature"", ""Density is directly proportional to pressure and inversely proportional to""], ""correct"": ""Density is unaffected by pressure or temperature"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,"If air is compressed to half its original volume, what happens to its density?",It doubles,It halves,It stays the same,,It doubles,MEDIUM,,,HIGH,ANSWERED,Density doubles (mass/volume),1,MODULE 13_Questions.pdf,"{""raw"": ""If air is compressed to half its original volume, what happens to its density?"", ""question"": ""If air is compressed to half its original volume, what happens to its density?"", ""options"": [""It doubles"", ""It halves"", ""It stays the same""], ""correct"": ""It doubles"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.4(b),,Why is air at high altitude less dense than air at low altitude?,There are fewer air particles per unit volume,It contains more moisture,It is colder,,There are fewer air particles per unit volume,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""Why is air at high altitude less dense than air at low altitude?"", ""question"": ""Why is air at high altitude less dense than air at low altitude?"", ""options"": [""There are fewer air particles per unit volume"", ""It contains more moisture"", ""It is colder""], ""correct"": ""There are fewer air particles per unit volume"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.4(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.4(b),,How does low air density affect aircraft performance?,Aircraft flies slower due to less lift,Aircraft flies faster due to less resistance,Aircraft cannot fly at all,,Aircraft cannot fly at all,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""How does low air density affect aircraft performance?"", ""question"": ""How does low air density affect aircraft performance?"", ""options"": [""Aircraft flies slower due to less lift"", ""Aircraft flies faster due to less resistance"", ""Aircraft cannot fly at all""], ""correct"": ""Aircraft cannot fly at all"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.4(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,What is humidity?,The amount of oxygen in the air,The amount of water vapor in the air,The density of cold air,,The amount of water vapor in the air,EASY,,,MEDIUM,ANSWERED,Matched from corpus-option,1,MODULE 13_Questions.pdf,"{""raw"": ""What is humidity?"", ""question"": ""What is humidity?"", ""options"": [""The amount of oxygen in the air"", ""The amount of water vapor in the air"", ""The density of cold air""], ""correct"": ""The amount of water vapor in the air"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.3,,What happens to the amount of water vapor air can hold as temperature increases?,It decreases,It stays the same,It increases,,It decreases,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""What happens to the amount of water vapor air can hold as temperature increases?"", ""question"": ""What happens to the amount of water vapor air can hold as temperature increases?"", ""options"": [""It decreases"", ""It stays the same"", ""It increases""], ""correct"": ""It decreases"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,What is absolute humidity?,The weight of water vapor in a unit volume of air,The percentage of water vapor in the air,The weight of air compared to water,,The weight of water vapor in a unit volume of air,EASY,,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""What is absolute humidity?"", ""question"": ""What is absolute humidity?"", ""options"": [""The weight of water vapor in a unit volume of air"", ""The percentage of water vapor in the air"", ""The weight of air compared to water""], ""correct"": ""The weight of water vapor in a unit volume of air"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,What does relative humidity represent?,The temperature of the air,The percentage of moisture in the air compared to saturation point,The amount of rain expected,,The temperature of the air,EASY,,,MEDIUM,ANSWERED,Matched from corpus-option,1,MODULE 13_Questions.pdf,"{""raw"": ""What does relative humidity represent?"", ""question"": ""What does relative humidity represent?"", ""options"": [""The temperature of the air"", ""The percentage of moisture in the air compared to saturation point"", ""The amount of rain expected""], ""correct"": ""The temperature of the air"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.13.4(b),,Why do aircraft require longer takeoff distances on humid days?,More engine power is available,Less lift is generated due to thinner air,Air is less dense and provides less lift,,More engine power is available,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""Why do aircraft require longer takeoff distances on humid days?"", ""question"": ""Why do aircraft require longer takeoff distances on humid days?"", ""options"": [""More engine power is available"", ""Less lift is generated due to thinner air"", ""Air is less dense and provides less lift""], ""correct"": ""More engine power is available"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.13.4(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,Water vapor is approximately what fraction the weight of dry air?,Five-eighths,Half,One-third,,Five-eighths,MEDIUM,,,HIGH,ANSWERED,Water vapor is approximately 5/8 the weight of dry air,1,MODULE 13_Questions.pdf,"{""raw"": ""Water vapor is approximately what fraction the weight of dry air?"", ""question"": ""Water vapor is approximately what fraction the weight of dry air?"", ""options"": [""Five-eighths"", ""Half"", ""One-third""], ""correct"": ""Five-eighths"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,,,"As altitude increases, what generally happens to temperature?",It decreases,It increases,It stays constant,,It decreases,MEDIUM,,,HIGH,ANSWERED,Temperature decreases with altitude in troposphere,1,MODULE 13_Questions.pdf,"{""raw"": ""As altitude increases, what generally happens to temperature?"", ""question"": ""As altitude increases, what generally happens to temperature?"", ""options"": [""It decreases"", ""It increases"", ""It stays constant""], ""correct"": ""It decreases"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.30.05,,What is the approximate rate of temperature decrease in the troposphere?,"1 °C per 1,000 feet","2 °C per 1,000 feet","5 °C per 1,000 feet",,"1 °C per 1,000 feet",MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the approximate rate of temperature decrease in the troposphere?"", ""question"": ""What is the approximate rate of temperature decrease in the troposphere?"", ""options"": [""1 °C per 1,000 feet"", ""2 °C per 1,000 feet"", ""5 °C per 1,000 feet""], ""correct"": ""1 °C per 1,000 feet"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.30.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,What is the upper boundary of the troposphere called?,Mesopause,Tropopause,Stratopause,,Stratopause,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the upper boundary of the troposphere called?"", ""question"": ""What is the upper boundary of the troposphere called?"", ""options"": [""Mesopause"", ""Tropopause"", ""Stratopause""], ""correct"": ""Stratopause"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,What is the approximate temperature at the tropopause?,0 °C,-57 °C,15 °C,,0 °C,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the approximate temperature at the tropopause?"", ""question"": ""What is the approximate temperature at the tropopause?"", ""options"": [""0 °C"", ""-57 °C"", ""15 °C""], ""correct"": ""0 °C"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,In which layer of the atmosphere does temperature increase with altitude?,Troposphere,Mesosphere,Stratosphere,,Troposphere,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option,1,MODULE 13_Questions.pdf,"{""raw"": ""In which layer of the atmosphere does temperature increase with altitude?"", ""question"": ""In which layer of the atmosphere does temperature increase with altitude?"", ""options"": [""Troposphere"", ""Mesosphere"", ""Stratosphere""], ""correct"": ""Troposphere"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.1,,Which of the following protects Earth from harmful ultraviolet radiation?,Ozone layer,Thermosphere,Magnetosphere,,Ozone layer,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option,1,MODULE 13_Questions.pdf,"{""raw"": ""Which of the following protects Earth from harmful ultraviolet radiation?"", ""question"": ""Which of the following protects Earth from harmful ultraviolet radiation?"", ""options"": [""Ozone layer"", ""Thermosphere"", ""Magnetosphere""], ""correct"": ""Ozone layer"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.1"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,What happens to the temperature in the mesosphere?,It increases,It decreases,It remains constant,,It remains constant,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What happens to the temperature in the mesosphere?"", ""question"": ""What happens to the temperature in the mesosphere?"", ""options"": [""It increases"", ""It decreases"", ""It remains constant""], ""correct"": ""It remains constant"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.30.05,,Why was the International Standard Atmosphere (ISA) developed?,To record weather forecasts,To standardize theoretical calculations and performance comparisons,To measure wind speeds at high altitudes,,To standardize theoretical calculations and performance comparisons,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""Why was the International Standard Atmosphere (ISA) developed?"", ""question"": ""Why was the International Standard Atmosphere (ISA) developed?"", ""options"": [""To record weather forecasts"", ""To standardize theoretical calculations and performance comparisons"", ""To measure wind speeds at high altitudes""], ""correct"": ""To standardize theoretical calculations and performance comparisons"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.30.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.5,,Which organizations contribute to the establishment of ISA?,ICAO and ISO,WHO and NASA,EASA and IATA,,ICAO and ISO,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""Which organizations contribute to the establishment of ISA?"", ""question"": ""Which organizations contribute to the establishment of ISA?"", ""options"": [""ICAO and ISO"", ""WHO and NASA"", ""EASA and IATA""], ""correct"": ""ICAO and ISO"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.30.05,,How much does the temperature drop for every 154 meters of ascent in the ISA?,1°C,2°C,0.5°C,,1°C,MEDIUM,,,HIGH,ANSWERED,Temperature decreases with altitude in troposphere,1,MODULE 13_Questions.pdf,"{""raw"": ""How much does the temperature drop for every 154 meters of ascent in the ISA?"", ""question"": ""How much does the temperature drop for every 154 meters of ascent in the ISA?"", ""options"": [""1°C"", ""2°C"", ""0.5°C""], ""correct"": ""1°C"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.30.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.00000,,What is the rate of pressure decrease with every 8 meters of ascent in the ISA?,1 hPa,0.5 hPa,2 hPa,,1 hPa,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What is the rate of pressure decrease with every 8 meters of ascent in the ISA?"", ""question"": ""What is the rate of pressure decrease with every 8 meters of ascent in the ISA?"", ""options"": [""1 hPa"", ""0.5 hPa"", ""2 hPa""], ""correct"": ""1 hPa"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.00000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.00000,,What are isobars on a weather map?,Lines representing pressure at different altitudes,Lines representing equal pressure,Lines showing temperature variation,,Lines representing pressure at different altitudes,EASY,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""What are isobars on a weather map?"", ""question"": ""What are isobars on a weather map?"", ""options"": [""Lines representing pressure at different altitudes"", ""Lines representing equal pressure"", ""Lines showing temperature variation""], ""correct"": ""Lines representing pressure at different altitudes"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.00000"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.1.00000,,"In a warm day, how does an airplane behave in terms of density altitude?",It behaves as if it is at a higher altitude than true altitude,It behaves as if it is at a lower altitude than true altitude,It behaves exactly at true altitude,,It behaves as if it is at a higher altitude than true altitude,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option-overlap,1,MODULE 13_Questions.pdf,"{""raw"": ""In a warm day, how does an airplane behave in terms of density altitude?"", ""question"": ""In a warm day, how does an airplane behave in terms of density altitude?"", ""options"": [""It behaves as if it is at a higher altitude than true altitude"", ""It behaves as if it is at a lower altitude than true altitude"", ""It behaves exactly at true altitude""], ""correct"": ""It behaves as if it is at a higher altitude than true altitude"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.1.00000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,,,A synchro typically has how many stator coils?,1,2,3,,3,EASY,,,HIGH,ANSWERED,A synchro typically has 3 stator coils,1,MODULE 13_Questions.pdf,"{""raw"": ""A synchro typically has how many stator coils?"", ""question"": ""A synchro typically has how many stator coils?"", ""options"": [""1"", ""2"", ""3""], ""correct"": ""3"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,What type of voltage is typically used to excite the rotor of a synchro?,26V AC or 115V AC,12V DC,220V AC,,26V AC or 115V AC,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus-option,1,MODULE 13_Questions.pdf,"{""raw"": ""What type of voltage is typically used to excite the rotor of a synchro?"", ""question"": ""What type of voltage is typically used to excite the rotor of a synchro?"", ""options"": [""26V AC or 115V AC"", ""12V DC"", ""220V AC""], ""correct"": ""26V AC or 115V AC"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M13,M13.0.3,,What does the magnetic field in the rotor of a synchro induce?,A magnetic field in the stator,A voltage in the stator coils,A torque on the stator,,A magnetic field in the stator,MEDIUM,,,MEDIUM,ANSWERED,Matched from corpus,1,MODULE 13_Questions.pdf,"{""raw"": ""What does the magnetic field in the rotor of a synchro induce?"", ""question"": ""What does the magnetic field in the rotor of a synchro induce?"", ""options"": [""A magnetic field in the stator"", ""A voltage in the stator coils"", ""A torque on the stator""], ""correct"": ""A magnetic field in the stator"", ""answer_text"": null, ""category"": null, ""source_file"": ""MODULE 13_Questions.pdf"", ""source_module"": ""M13"", ""fmt"": ""csv"", ""module"": ""M13"", ""syllabusRef"": ""M13.0.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
