module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M11A,M11A.11.03,,5. What makes maintenance difficult on older aircraft?,Components scattered throughout airframe,Lack of access panels,Over-reliance on composite materials,,Components scattered throughout airframe,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What makes maintenance difficult on older aircraft?"", ""question"": ""5. What makes maintenance difficult on older aircraft?"", ""options"": [""Components scattered throughout airframe"", ""Lack of access panels"", ""Over-reliance on composite materials""], ""correct"": ""Components scattered throughout airframe"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(a),,semi-monocoque construction?,Monocoque uses external bracing wires,Semi-monocoque combines stressed skin with internal framework,Monocoque relies entirely on bulkheads,,Semi-monocoque combines stressed skin with internal framework,EASY,1. What is the primary structural difference between monocoque and,,,REVIEWED,Extra KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""semi-monocoque construction?"", ""question"": ""semi-monocoque construction?"", ""options"": [""Monocoque uses external bracing wires"", ""Semi-monocoque combines stressed skin with internal framework"", ""Monocoque relies entirely on bulkheads""], ""correct"": ""Semi-monocoque combines stressed skin with internal framework"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""1. What is the primary structural difference between monocoque and"", ""isEssay"": false}",False
M11A,M11A.11.04,,2. Where would you typically find a pressurization bulkhead?,At the rear of the cargo hold,Ahead of the flight deck and at the pressure cabin rear,On wing leading edges,,Ahead of the flight deck and at the pressure cabin rear,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Where would you typically find a pressurization bulkhead?"", ""question"": ""2. Where would you typically find a pressurization bulkhead?"", ""options"": [""At the rear of the cargo hold"", ""Ahead of the flight deck and at the pressure cabin rear"", ""On wing leading edges""], ""correct"": ""Ahead of the flight deck and at the pressure cabin rear"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.06,,3. What is the main function of fuselage frames?,Provide attachment points for wings and tail surfaces,Carry all pressurization loads,Support electrical wiring,,Carry all pressurization loads,EASY,,,,REVIEWED,Extra KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""3. What is the main function of fuselage frames?"", ""question"": ""3. What is the main function of fuselage frames?"", ""options"": [""Provide attachment points for wings and tail surfaces"", ""Carry all pressurization loads"", ""Support electrical wiring""], ""correct"": ""Carry all pressurization loads"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.06"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,,,4. Which component provides localized reinforcement around doors/windows?,Stringers,Longerons,Formers,,Stringers,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. Which component provides localized reinforcement around doors/windows?"", ""question"": ""4. Which component provides localized reinforcement around doors/windows?"", ""options"": [""Stringers"", ""Longerons"", ""Formers""], ""correct"": ""Stringers"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.81.2,,5. What type of bulkhead would be found in an engine nacelle?,Pressure bulkhead,Firewall,Fuel tank bulkhead,,Fuel tank bulkhead,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What type of bulkhead would be found in an engine nacelle?"", ""question"": ""5. What type of bulkhead would be found in an engine nacelle?"", ""options"": [""Pressure bulkhead"", ""Firewall"", ""Fuel tank bulkhead""], ""correct"": ""Fuel tank bulkhead"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.81.2"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(a),,1. What is the primary purpose of stringers?,Provide longitudinal shape and skin support,Transfer landing gear loads,Seal pressure boundaries,,Provide longitudinal shape and skin support,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the primary purpose of stringers?"", ""question"": ""1. What is the primary purpose of stringers?"", ""options"": [""Provide longitudinal shape and skin support"", ""Transfer landing gear loads"", ""Seal pressure boundaries""], ""correct"": ""Provide longitudinal shape and skin support"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,2. Where would a doubler plate most likely be used?,At skin joints or around small apertures,On control surface leading edges,Over entire wing upper surfaces,,At skin joints or around small apertures,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Where would a doubler plate most likely be used?"", ""question"": ""2. Where would a doubler plate most likely be used?"", ""options"": [""At skin joints or around small apertures"", ""On control surface leading edges"", ""Over entire wing upper surfaces""], ""correct"": ""At skin joints or around small apertures"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,3. How are stringers typically attached to frames?,With fillets or gussets,Using explosive rivets,Through adhesive bonding only,,Using explosive rivets,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. How are stringers typically attached to frames?"", ""question"": ""3. How are stringers typically attached to frames?"", ""options"": [""With fillets or gussets"", ""Using explosive rivets"", ""Through adhesive bonding only""], ""correct"": ""Using explosive rivets"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.2(b),,4. What determines the amount of structural reinforcement needed?,Local stress concentrations,Paint thickness requirements,Passenger capacity,,Local stress concentrations,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What determines the amount of structural reinforcement needed?"", ""question"": ""4. What determines the amount of structural reinforcement needed?"", ""options"": [""Local stress concentrations"", ""Paint thickness requirements"", ""Passenger capacity""], ""correct"": ""Local stress concentrations"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,5. Which statement about longerons is correct?,They are lighter than stringers,They interconnect high-load points like landing gear attachments,They are only used in monocoque designs,,They interconnect high-load points like landing gear attachments,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Which statement about longerons is correct?"", ""question"": ""5. Which statement about longerons is correct?"", ""options"": [""They are lighter than stringers"", ""They interconnect high-load points like landing gear attachments"", ""They are only used in monocoque designs""], ""correct"": ""They interconnect high-load points like landing gear attachments"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.2(b),,1. What is the function of a structural strut?,Resist tensile loads only,Resist compressive loads only,Transfer torsional loads,,Resist tensile loads only,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the function of a structural strut?"", ""question"": ""1. What is the function of a structural strut?"", ""options"": [""Resist tensile loads only"", ""Resist compressive loads only"", ""Transfer torsional loads""], ""correct"": ""Resist tensile loads only"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4,,2. Where are cabin floor beams typically located?,Only longitudinally along the fuselage,Laterally and longitudinally,Exclusively under galleys,,Only longitudinally along the fuselage,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Where are cabin floor beams typically located?"", ""question"": ""2. Where are cabin floor beams typically located?"", ""options"": [""Only longitudinally along the fuselage"", ""Laterally and longitudinally"", ""Exclusively under galleys""], ""correct"": ""Only longitudinally along the fuselage"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4,,3. What material is commonly used for modern cabin flooring?,Solid steel plates,Composite honeycomb panels,Wooden planks,,Solid steel plates,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What material is commonly used for modern cabin flooring?"", ""question"": ""3. What material is commonly used for modern cabin flooring?"", ""options"": [""Solid steel plates"", ""Composite honeycomb panels"", ""Wooden planks""], ""correct"": ""Solid steel plates"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,,,"4. In a biplane, what components handle tensile loads?",Struts,Flying wires,Spar caps,,Flying wires,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. In a biplane, what components handle tensile loads?"", ""question"": ""4. In a biplane, what components handle tensile loads?"", ""options"": [""Struts"", ""Flying wires"", ""Spar caps""], ""correct"": ""Flying wires"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.81.2,,5. Why are floor beams considered primary structure?,They support seat attachments,They form fuel tank boundaries,They carry pressurization loads,,They form fuel tank boundaries,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Why are floor beams considered primary structure?"", ""question"": ""5. Why are floor beams considered primary structure?"", ""options"": [""They support seat attachments"", ""They form fuel tank boundaries"", ""They carry pressurization loads""], ""correct"": ""They form fuel tank boundaries"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.81.2"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.2(b),,1. What is the main advantage of milled skins?,Uniform thickness for easier repair,Precise thickness variations with minimal weight,Lower production costs,,Precise thickness variations with minimal weight,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the main advantage of milled skins?"", ""question"": ""1. What is the main advantage of milled skins?"", ""options"": [""Uniform thickness for easier repair"", ""Precise thickness variations with minimal weight"", ""Lower production costs""], ""correct"": ""Precise thickness variations with minimal weight"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,"2. How are ""waffle plates"" produced?",By chemical etching,By explosive forming,By 3D printing,,By chemical etching,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. How are \""waffle plates\"" produced?"", ""question"": ""2. How are \""waffle plates\"" produced?"", ""options"": [""By chemical etching"", ""By explosive forming"", ""By 3D printing""], ""correct"": ""By chemical etching"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,,,3. What problem does tapered skin thickness address?,Excessive paint weight,Unnecessary material in low-stress areas,Lightning strike vulnerability,,Unnecessary material in low-stress areas,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What problem does tapered skin thickness address?"", ""question"": ""3. What problem does tapered skin thickness address?"", ""options"": [""Excessive paint weight"", ""Unnecessary material in low-stress areas"", ""Lightning strike vulnerability""], ""correct"": ""Unnecessary material in low-stress areas"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,4. Which aircraft would most likely use simple riveted aluminum skins?,Modern wide-body jets,Light general aviation aircraft,Supersonic fighters,,Light general aviation aircraft,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. Which aircraft would most likely use simple riveted aluminum skins?"", ""question"": ""4. Which aircraft would most likely use simple riveted aluminum skins?"", ""options"": [""Modern wide-body jets"", ""Light general aviation aircraft"", ""Supersonic fighters""], ""correct"": ""Light general aviation aircraft"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.13.1(b),,5. What characteristic does chemical etching ensure?,No stress raisers,Perfect aerodynamic smoothness,Built-in corrosion resistance,,Perfect aerodynamic smoothness,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What characteristic does chemical etching ensure?"", ""question"": ""5. What characteristic does chemical etching ensure?"", ""options"": [""No stress raisers"", ""Perfect aerodynamic smoothness"", ""Built-in corrosion resistance""], ""correct"": ""Perfect aerodynamic smoothness"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.06,,1. What is the purpose of sacrificial coatings?,Provide decorative finish,Retard corrosion onset,Increase electrical conductivity,,Retard corrosion onset,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the purpose of sacrificial coatings?"", ""question"": ""1. What is the purpose of sacrificial coatings?"", ""options"": [""Provide decorative finish"", ""Retard corrosion onset"", ""Increase electrical conductivity""], ""correct"": ""Retard corrosion onset"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.06"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(b),,2. Which corrosion type follows metal grain boundaries?,Uniform surface corrosion,Pitting corrosion,Intergranular corrosion,,Uniform surface corrosion,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Which corrosion type follows metal grain boundaries?"", ""question"": ""2. Which corrosion type follows metal grain boundaries?"", ""options"": [""Uniform surface corrosion"", ""Pitting corrosion"", ""Intergranular corrosion""], ""correct"": ""Uniform surface corrosion"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,,,3. What maintenance practice helps prevent corrosion?,Keeping protective coatings intact,Operating only in dry climates,Using unpainted surfaces,,Keeping protective coatings intact,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What maintenance practice helps prevent corrosion?"", ""question"": ""3. What maintenance practice helps prevent corrosion?"", ""options"": [""Keeping protective coatings intact"", ""Operating only in dry climates"", ""Using unpainted surfaces""], ""correct"": ""Keeping protective coatings intact"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.2(b),,4. Why are drain holes important for corrosion control?,Prevent fluid accumulation,Reduce aerodynamic drag,Improve radio reception,,Prevent fluid accumulation,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. Why are drain holes important for corrosion control?"", ""question"": ""4. Why are drain holes important for corrosion control?"", ""options"": [""Prevent fluid accumulation"", ""Reduce aerodynamic drag"", ""Improve radio reception""], ""correct"": ""Prevent fluid accumulation"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,,,5. What aggravates corrosion damage most?,Low humidity,Combined with mechanical stresses,Exposure to sunlight,,Combined with mechanical stresses,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What aggravates corrosion damage most?"", ""question"": ""5. What aggravates corrosion damage most?"", ""options"": [""Low humidity"", ""Combined with mechanical stresses"", ""Exposure to sunlight""], ""correct"": ""Combined with mechanical stresses"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(a),,1. What is the primary purpose of navigation lights on aircraft?,To illuminate the cabin for passenger comfort,To mark the extremities and provide position reference,To signal ground crew during maintenance,,To illuminate the cabin for passenger comfort,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the primary purpose of navigation lights on aircraft?"", ""question"": ""1. What is the primary purpose of navigation lights on aircraft?"", ""options"": [""To illuminate the cabin for passenger comfort"", ""To mark the extremities and provide position reference"", ""To signal ground crew during maintenance""], ""correct"": ""To illuminate the cabin for passenger comfort"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.7(a),,2. Which category do take-off and landing lights belong to?,Always-on navigation beacons,Lights used only during ground operations,Emergency illumination systems,,Lights used only during ground operations,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Which category do take-off and landing lights belong to?"", ""question"": ""2. Which category do take-off and landing lights belong to?"", ""options"": [""Always-on navigation beacons"", ""Lights used only during ground operations"", ""Emergency illumination systems""], ""correct"": ""Lights used only during ground operations"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.7(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(d),,3. When are navigation lights typically illuminated?,during takeoff and landing,when the aircraft is on the ground,Whenever the aircraft is in operation,,Whenever the aircraft is in operation,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. When are navigation lights typically illuminated?"", ""question"": ""3. When are navigation lights typically illuminated?"", ""options"": [""during takeoff and landing"", ""when the aircraft is on the ground"", ""Whenever the aircraft is in operation""], ""correct"": ""Whenever the aircraft is in operation"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(d)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,4. What is the purpose of wing illumination lights?,To assist in ice inspection,To provide fuselage lighting,To signal other aircraft,,To assist in ice inspection,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What is the purpose of wing illumination lights?"", ""question"": ""4. What is the purpose of wing illumination lights?"", ""options"": [""To assist in ice inspection"", ""To provide fuselage lighting"", ""To signal other aircraft""], ""correct"": ""To assist in ice inspection"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,5. Which of these is NOT a function of external aircraft lighting?,Assisting in emergency evacuations,Providing lateral illumination during taxiing,Powering the aircraft's electrical systems,,Providing lateral illumination during taxiing,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Which of these is NOT a function of external aircraft lighting?"", ""question"": ""5. Which of these is NOT a function of external aircraft lighting?"", ""options"": [""Assisting in emergency evacuations"", ""Providing lateral illumination during taxiing"", ""Powering the aircraft's electrical systems""], ""correct"": ""Providing lateral illumination during taxiing"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,1. Where are the colored navigation lights typically located?,Near the trailing edge of each wingtip,Near the leading edge of each wingtip,On the aircraft's vertical stabilizer,,Near the trailing edge of each wingtip,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. Where are the colored navigation lights typically located?"", ""question"": ""1. Where are the colored navigation lights typically located?"", ""options"": [""Near the trailing edge of each wingtip"", ""Near the leading edge of each wingtip"", ""On the aircraft's vertical stabilizer""], ""correct"": ""Near the trailing edge of each wingtip"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,"2. When viewed from another aircraft, what does a red navigation light indicate?",The aircraft's right side,The aircraft's left side,The aircraft's tail position,,The aircraft's right side,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. When viewed from another aircraft, what does a red navigation light indicate?"", ""question"": ""2. When viewed from another aircraft, what does a red navigation light indicate?"", ""options"": [""The aircraft's right side"", ""The aircraft's left side"", ""The aircraft's tail position""], ""correct"": ""The aircraft's right side"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,3. When are navigation lights particularly important?,During daytime flights,During nighttime operations,Only during maintenance,,During daytime flights,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. When are navigation lights particularly important?"", ""question"": ""3. When are navigation lights particularly important?"", ""options"": [""During daytime flights"", ""During nighttime operations"", ""Only during maintenance""], ""correct"": ""During daytime flights"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,4. What is the color of the right wingtip navigation light?,Red,Green,White,,Red,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What is the color of the right wingtip navigation light?"", ""question"": ""4. What is the color of the right wingtip navigation light?"", ""options"": [""Red"", ""Green"", ""White""], ""correct"": ""Red"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,5. What advantage do colored navigation lights provide to other pilots?,They indicate the aircraft's speed,They help determine the aircraft's direction,They show the aircraft's altitude,,They indicate the aircraft's speed,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What advantage do colored navigation lights provide to other pilots?"", ""question"": ""5. What advantage do colored navigation lights provide to other pilots?"", ""options"": [""They indicate the aircraft's speed"", ""They help determine the aircraft's direction"", ""They show the aircraft's altitude""], ""correct"": ""They indicate the aircraft's speed"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
