module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M7,M7.07.03,,What are tools held by the department referred to as?,Shared tools,Personal tools,Special tools,,C,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What are tools held by the department referred to as?\nA) Shared tools\nB) Personal tools \nC) Special tools*"", ""question"": ""What are tools held by the department referred to as?"", ""options"": [""Shared tools"", ""Personal tools"", ""Special tools""], ""correct"": ""C"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.03,,What do special tools facilitate?,General use by any technician,Maintenance work on specific items,Casual use,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What do special tools facilitate?\nA) General use by any technician\nB) Maintenance work on specific items* \nC) Casual use\nParagraph 6: Keeping Track of Tools"", ""question"": ""What do special tools facilitate?"", ""options"": [""General use by any technician"", ""Maintenance work on specific items"", ""Casual use""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.03"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.07.03,,Whose responsibility is it to track tools?,Only the team lead,Each technician,The maintenance manager,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Whose responsibility is it to track tools?\nA) Only the team lead\nB) Each technician* \nC) The maintenance manager"", ""question"": ""Whose responsibility is it to track tools?"", ""options"": [""Only the team lead"", ""Each technician"", ""The maintenance manager""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.03"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.0.3,,What is the most important check of all?,End of Work tool check,Daily inventory,Tool purchase requirements,,A,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is the most important check of all?\nA) End of Work tool check* \nB) Daily inventory\nC) Tool purchase requirements\nParagraph 7: Flammable Materials"", ""question"": ""What is the most important check of all?"", ""options"": [""End of Work tool check"", ""Daily inventory"", ""Tool purchase requirements""], ""correct"": ""A"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.0.3,,Where must flammable materials be stored?,Indoors,Outdoors,Anywhere in the workshop,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Where must flammable materials be stored?\nA) Indoors\nB) Outdoors* \nC) Anywhere in the workshop"", ""question"": ""Where must flammable materials be stored?"", ""options"": [""Indoors"", ""Outdoors"", ""Anywhere in the workshop""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.0.3,,Why are flammable materials stored on the north side of a workshop in the Northern Hemisphere?,For aesthetic reasons,To keep them in the shade,For ventilation,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Why are flammable materials stored on the north side of a workshop in the Northern Hemisphere?\nA) For aesthetic reasons\nB) To keep them in the shade* \nC) For ventilation\nParagraph 8: Expiry Dates"", ""question"": ""Why are flammable materials stored on the north side of a workshop in the Northern Hemisphere?"", ""options"": [""For aesthetic reasons"", ""To keep them in the shade"", ""For ventilation""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.3,,What must be checked before using workshop liquids?,Their color,The expiry date,The smell,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What must be checked before using workshop liquids?\nA) Their color\nB) The expiry date* \nC) The smell"", ""question"": ""What must be checked before using workshop liquids?"", ""options"": [""Their color"", ""The expiry date"", ""The smell""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.0.3,,What can happen to materials if used beyond their expiry date?,They remain the same,They may become unsafe,They become more effective,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What can happen to materials if used beyond their expiry date?\nA) They remain the same\nB) They may become unsafe* \nC) They become more effective\nParagraph 9: Calibration Requirements"", ""question"": ""What can happen to materials if used beyond their expiry date?"", ""options"": [""They remain the same"", ""They may become unsafe"", ""They become more effective""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.03,,What should be calibrated to acceptable standards in aviation?,Tools and equipment,Only large machinery,Packaging materials,,A,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What should be calibrated to acceptable standards in aviation?\nA) Tools and equipment* \nB) Only large machinery \nC) Packaging materials"", ""question"": ""What should be calibrated to acceptable standards in aviation?"", ""options"": [""Tools and equipment"", ""Only large machinery"", ""Packaging materials""], ""correct"": ""A"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,,,What standard may be applicable to calibration?,Company policy,National/International Standards,Random checks,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What standard may be applicable to calibration?\nA) Company policy\nB) National/International Standards* \nC) Random checks\nParagraph 10: Calibration Records"", ""question"": ""What standard may be applicable to calibration?"", ""options"": [""Company policy"", ""National/International Standards"", ""Random checks""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""difficulty"": ""EASY""}"
M7,M7.0.3,,What information should be included in calibration records?,Date of purchase only,Equipment identification and results obtained,Just the last calibration date,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What information should be included in calibration records?\nA) Date of purchase only\nB) Equipment identification and results obtained* \nC) Just the last calibration date"", ""question"": ""What information should be included in calibration records?"", ""options"": [""Date of purchase only"", ""Equipment identification and results obtained"", ""Just the last calibration date""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,M7.07.03,,What is critical for ensuring tools are adequately calibrated?,Only one record is needed,Regular checks against set intervals,A supervisor's signature,,B,MEDIUM,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is critical for ensuring tools are adequately calibrated?\nA) Only one record is needed \nB) Regular checks against set intervals* \nC) A supervisor's signature\nParagraph 11: Standards Definitions"", ""question"": ""What is critical for ensuring tools are adequately calibrated?"", ""options"": [""Only one record is needed"", ""Regular checks against set intervals"", ""A supervisor's signature""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M7,,,What does a 'standard' represent?,An informal guideline,Agreed way of doing something,A personal choice,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What does a 'standard' represent?\nA) An informal guideline \nB) Agreed way of doing something* \nC) A personal choice"", ""question"": ""What does a 'standard' represent?"", ""options"": [""An informal guideline"", ""Agreed way of doing something"", ""A personal choice""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""difficulty"": ""EASY""}"
M7,,,Who produces British Standards?,ISO,BSI British Standards,ANSI,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Who produces British Standards?\nA) ISO\nB) BSI British Standards* \nC) ANSI\nParagraph 12: ISO Organization"", ""question"": ""Who produces British Standards?"", ""options"": [""ISO"", ""BSI British Standards"", ""ANSI""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""difficulty"": ""EASY""}"
M7,M7.07.01,,What does ISO stand for?,International Standards Organisation,International Safety Organization,International Systems Organization,,A,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What does ISO stand for?\nA) International Standards Organisation* \nB) International Safety Organization\nC) International Systems Organization"", ""question"": ""What does ISO stand for?"", ""options"": [""International Standards Organisation"", ""International Safety Organization"", ""International Systems Organization""], ""correct"": ""A"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.07.01"", ""level"": null, ""difficulty"": ""EASY""}"
M7,M7.0.5,,What is unique about ISO's structure?,No countries participate,One member per country,Unlimited members,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is unique about ISO's structure?\nA) No countries participate \nB) One member per country* \nC) Unlimited members\nParagraph 13: Market Requirement"", ""question"": ""What is unique about ISO's structure?"", ""options"": [""No countries participate"", ""One member per country"", ""Unlimited members""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.5"", ""level"": null, ""difficulty"": ""EASY""}"
M7,,,Are ISO standards mandatory?,"Yes, always","No, they are voluntary",Only for major corporations,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""Are ISO standards mandatory?\nA) Yes, always \nB) No, they are voluntary* \nC) Only for major corporations\nDimensions, Allowances, Tolerances\nParagraph 1: Definitions"", ""question"": ""Are ISO standards mandatory?"", ""options"": [""Yes, always"", ""No, they are voluntary"", ""Only for major corporations""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""difficulty"": ""EASY""}"
M7,,,"What defines a ""feature"" in dimensions?",A surface color,A physically identifiable part,A general measurement,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What defines a \""feature\"" in dimensions?\nA) A surface color\nB) A physically identifiable part* \nC) A general measurement\nParagraph 2: Size Types"", ""question"": ""What defines a \""feature\"" in dimensions?"", ""options"": [""A surface color"", ""A physically identifiable part"", ""A general measurement""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""difficulty"": ""EASY""}"
M7,M7.0.3,,What is a nominal size?,The actual size measured,An approximate dimension for general identification,The smallest measurement,,B,EASY,,,,APPROVED,,1,mcqs m7.docx,"{""raw"": ""What is a nominal size?\nA) The actual size measured\nB) An approximate dimension for general identification* \nC) The smallest measurement\nWhat is the basic size? - A) The final measurement - B) The theoretical size from which limits are derived* - C) The largest measurement\nParagraph 3: Tolerances\nWhat is a tolerance? - A) Exact measurement - B) The total amount by which a dimension is allowed to vary* - C) The average size of an object \nWhat does unilateral tolerance refer to? - A) Variations in both directions - B) Deviation in one direction only* - C) No variation at all\nParagraph 4: Fits\nWhat is clearance in terms of mating parts? - A) The distance between parts when fitted closely - B) The space allowed for sliding or rotation between parts* - C) The total size of the parts \nWhat does interference fit mean? - A) Loose fitting - B) Surface contact due to overlapping materials* - C) Random fitting\nParagraph 5: Geometric Tolerancing\nWhat do geometric tolerances involve? - A) Color of a part - B) Shape features of the part* - C) Weight of the part \nWhat is a datum? - A) An estimated measurement - B) A theoretical exact axis, point, line, or plane* - C) A specific type of material"", ""question"": ""What is a nominal size?"", ""options"": [""The actual size measured"", ""An approximate dimension for general identification"", ""The smallest measurement""], ""correct"": ""B"", ""answer_text"": null, ""category"": null, ""source_file"": ""mcqs m7.docx"", ""source_module"": ""M7"", ""fmt"": ""docx"", ""module"": ""M7"", ""syllabusRef"": ""M7.0.3"", ""level"": null, ""difficulty"": ""EASY""}"
